Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,100.5,100.5,99.650002,100.0,100.0,322600
2014-01-02,100.0,100.16999799999999,99.0,99.220001,99.220001,335600
2014-01-03,99.129997,99.779999,97.900002,98.040001,98.040001,1197500
2014-01-06,98.370003,98.870003,98.050003,98.389999,98.389999,551000
2014-01-07,99.040001,100.519997,98.5,100.379997,100.379997,514200
2014-01-08,100.489998,101.360001,100.129997,100.480003,100.480003,595900
2014-01-09,100.800003,101.059998,100.339996,100.620003,100.620003,384400
2014-01-10,100.620003,101.480003,100.41999799999999,101.459999,101.459999,288300
2014-01-13,101.290001,101.300003,99.83000200000001,100.510002,100.510002,416400
2014-01-14,100.559998,103.519997,100.559998,103.0,103.0,893800
2014-01-15,103.029999,103.959999,102.639999,103.949997,103.949997,615600
2014-01-16,103.900002,105.33000200000001,103.75,105.25,105.25,612500
2014-01-17,104.82,105.389999,104.309998,104.400002,104.400002,628300
2014-01-21,104.839996,105.279999,104.379997,105.050003,105.050003,727500
2014-01-22,105.300003,105.769997,104.440002,104.959999,104.959999,399000
2014-01-23,104.07,104.949997,103.91999799999999,104.58000200000001,104.58000200000001,531600
2014-01-24,104.089996,104.5,103.019997,103.019997,103.019997,897600
2014-01-27,103.650002,104.040001,102.160004,102.900002,102.900002,1092600
2014-01-28,109.0,111.0,107.900002,110.410004,110.410004,1449700
2014-01-29,110.010002,110.730003,108.57,108.809998,108.809998,1179700
2014-01-30,109.41999799999999,110.370003,109.400002,109.809998,109.809998,1094800
2014-01-31,108.610001,108.910004,107.589996,108.269997,108.269997,733500
2014-02-03,108.449997,108.870003,104.489998,105.110001,105.110001,907500
2014-02-04,105.470001,105.75,104.599998,105.220001,105.220001,618000
2014-02-05,105.040001,106.25,104.410004,105.309998,105.309998,568600
2014-02-06,105.639999,106.970001,104.949997,106.900002,106.900002,335500
2014-02-07,107.209999,108.93,106.959999,108.720001,108.720001,611700
2014-02-10,108.5,109.199997,107.870003,109.190002,109.190002,347500
2014-02-11,109.25,110.08000200000001,108.690002,109.849998,109.849998,403500
2014-02-12,109.790001,110.800003,109.389999,110.790001,110.790001,415400
2014-02-13,110.339996,112.110001,110.050003,112.050003,112.050003,613500
2014-02-14,111.050003,112.68,110.980003,112.480003,112.480003,652000
2014-02-18,112.739998,112.739998,110.980003,111.889999,111.889999,551800
2014-02-19,111.389999,112.860001,111.18,112.120003,112.120003,580700
2014-02-20,112.0,115.059998,111.610001,114.940002,114.940002,879200
2014-02-21,115.019997,115.019997,113.260002,113.309998,113.309998,440700
2014-02-24,113.400002,114.57,113.33000200000001,113.589996,113.589996,386600
2014-02-25,113.629997,114.050003,112.239998,112.589996,112.589996,671400
2014-02-26,112.68,113.150002,111.68,111.870003,111.870003,472700
2014-02-27,111.91999799999999,112.32,111.510002,112.209999,112.209999,357800
2014-02-28,112.18,112.190002,110.720001,111.400002,111.400002,489000
2014-03-03,110.699997,111.5,110.150002,110.540001,110.540001,452000
2014-03-04,111.540001,112.83000200000001,110.989998,112.589996,112.589996,441800
2014-03-05,112.779999,113.519997,112.040001,112.889999,112.889999,393200
2014-03-06,113.360001,113.839996,112.639999,112.779999,112.779999,243900
2014-03-07,113.230003,113.650002,111.529999,112.720001,112.720001,359200
2014-03-10,112.699997,113.139999,111.720001,113.07,113.07,250300
2014-03-11,113.089996,113.93,112.839996,113.360001,113.360001,586100
2014-03-12,113.0,113.480003,112.459999,113.239998,113.239998,748700
2014-03-13,113.5,113.849998,112.459999,112.699997,112.699997,500400
2014-03-14,112.529999,114.010002,112.309998,113.040001,113.040001,414100
2014-03-17,113.379997,114.5,113.32,113.650002,113.650002,348700
2014-03-18,113.730003,114.489998,113.230003,114.230003,114.230003,523700
2014-03-19,114.120003,114.589996,112.18,112.800003,112.800003,497400
2014-03-20,112.120003,113.129997,111.699997,112.489998,112.489998,675700
2014-03-21,113.66999799999999,113.68,110.639999,110.739998,110.739998,750500
2014-03-24,111.410004,111.57,107.940002,108.480003,108.480003,593800
2014-03-25,108.959999,109.599998,107.599998,108.620003,108.620003,458600
2014-03-26,109.050003,109.480003,107.339996,107.360001,107.360001,285000
2014-03-27,107.400002,108.33000200000001,106.769997,107.809998,107.809998,341200
2014-03-28,108.150002,108.720001,107.510002,107.68,107.68,224300
2014-03-31,108.449997,108.690002,107.839996,108.410004,108.410004,365800
2014-04-01,108.860001,109.550003,108.279999,108.879997,108.879997,543200
2014-04-02,108.75,110.730003,108.75,110.650002,110.650002,437600
2014-04-03,110.75,111.07,109.610001,110.849998,110.849998,319200
2014-04-04,111.5,113.269997,110.559998,111.029999,111.029999,1041500
2014-04-07,110.949997,110.949997,108.889999,109.410004,109.410004,583700
