Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,66.360001,66.690002,66.199997,66.370003,61.171870999999996,275800
2014-01-02,66.040001,66.190002,65.150002,65.32,60.204105000000006,375500
2014-01-03,65.5,66.029999,65.209999,65.720001,60.572768999999994,567800
2014-01-06,66.18,66.540001,65.879997,66.18,60.996742000000005,660100
2014-01-07,66.230003,67.349998,66.129997,66.82,61.586617000000004,486400
2014-01-08,66.809998,68.949997,66.709999,67.58000200000001,62.287093999999996,1795600
2014-01-09,67.949997,68.709999,67.879997,68.379997,63.024437,831700
2014-01-10,68.510002,68.639999,67.589996,67.739998,62.434574,611300
2014-01-13,67.809998,68.260002,66.550003,66.629997,61.411503,581000
2014-01-14,66.809998,67.410004,66.690002,67.309998,62.038239000000004,362300
2014-01-15,67.489998,68.040001,67.339996,67.879997,62.563614,584800
2014-01-16,67.82,67.889999,67.129997,67.510002,62.222584,380900
2014-01-17,67.599998,67.83000200000001,67.309998,67.650002,62.35162,361700
2014-01-21,67.849998,68.379997,67.059998,67.519997,62.231792000000006,411800
2014-01-22,67.57,67.940002,67.309998,67.370003,62.093555,599300
2014-01-23,66.889999,67.239998,65.959999,66.08000200000001,60.904582999999995,533600
2014-01-24,65.459999,65.660004,64.120003,64.139999,59.116519999999994,568200
2014-01-27,64.290001,65.220001,64.050003,64.68,59.614231000000004,768200
2014-01-28,64.870003,65.790001,64.870003,65.529999,60.397663,654400
2014-01-29,64.900002,65.110001,64.209999,64.349998,59.310078000000004,710200
2014-01-30,64.790001,65.690002,64.57,65.660004,60.517483,420700
2014-01-31,64.550003,66.010002,64.550003,65.349998,60.23175,970700
2014-02-03,65.43,65.93,63.93,64.0,58.987492,1280300
2014-02-04,64.290001,64.860001,64.050003,64.470001,59.420669999999994,605800
2014-02-05,64.290001,65.050003,63.990002000000004,64.949997,59.863087,605400
2014-02-06,62.919998,64.059998,59.169998,64.0,58.987492,2125400
2014-02-07,64.18,65.349998,63.970001,64.370003,59.328506000000004,947700
2014-02-10,64.309998,64.559998,63.57,64.32,59.282429,613000
2014-02-11,64.269997,64.440002,63.459998999999996,64.07,59.052002,748000
2014-02-12,64.25,64.269997,63.310001,63.599998,58.618816,709600
2014-02-13,63.23,63.900002,62.540001000000004,63.889998999999996,58.886101000000004,633800
